Value,Address,Address2,Date,Time,Date2,Time2,Case,URL,Source,Atty,Atty_Contact
Not Available,2727 75th St W,"Bradenton, FL 34209, Manatee County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2022CA004091A...,https://www.auction.com/details/2727-75th-st-w-bradenton-fl-1747069,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
"$360,000",233 Bell Ringer Court,"Newark, DE 19702, New Castle County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/233-bell-ringer-ct-newark-de-1778595,Auction.com,Orlans PC,
,4176 NW 5th Drive,"Deerfield Bch, FL 33442, Broward County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,CACE-24-01773...,https://www.auction.com/details/4176-nw-5th-dr-deerfield-bch-fl-1748418,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
"$279,000",18 Ashley Dr,"New Castle, DE 19720, New Castle County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/18-ashley-dr-new-castle-de-1786983,Auction.com,"Stern and Eisenberg Mid-Atlantic, P.C.",Borrowers/homeowners should call (410) 635-5127
"$389,000",2817 Narcissus Drive,"Holiday, FL 34691, Pasco County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,51 2022 CA 00...,https://www.auction.com/details/2817-narcissus-dr-holiday-fl-1750226,Auction.com,Padgett Law Group,
"$359,000",116 La Cresta Ct,"Davenport, FL 33837, Polk County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2024CA0006970...,https://www.auction.com/details/116-la-cresta-ct-davenport-fl-1767177,Auction.com,"McCabe, Weisberg and Conway, LLC",
,1631 E Maura St,"Pensacola, FL 32503, Escambia County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2023 CA 00282...,https://www.auction.com/details/1631-maura-st-pensacola-fl-1767578,Auction.com,"Diaz Anselmo & Associates, P.A.",Borrowers/homeowners should call (954) 564-0071
,12657 Haddon Drive,"Windermere, FL 34786, Orange County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2019-CA-00251...,https://www.auction.com/details/12657-haddon-dr-windermere-fl-1767903,Auction.com,Kelley Kronenberg,Borrowers/homeowners should call (954) 370-9970
"$542,000",124 Da Vinci Drive,"Nokomis, FL 34275, Sarasota County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2024 CA 00306...,https://www.auction.com/details/124-da-vinci-dr-nokomis-fl-1770788,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (877) 319-8840
,4712 Southern Avenue SE,"Washington, DC 20019, District of Columbia County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,583269,https://www.auction.com/details/4712-southern-ave-se-washington-dc-1759252,Auction.com,Orlans PC,
"$409,000",210 Oak Lane,"Winthrop Harbor, IL 60096, Lake County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,IL 22 9264,https://www.auction.com/details/210-oak-ln-winthrop-harbor-il-1736100,Auction.com,"Johnson, Blumberg & Associates, LLC",Borrowers/homeowners should call (312) 541-9710
,1360 E 935th Ave,"Oblong, IL 62449, Crawford County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2024FC13,https://www.auction.com/details/1360-e-935th-ave-oblong-il-1772709,Auction.com,"Diaz Anselmo & Associates, LLC",Borrowers/homeowners should call (630) 453-6960
"$359,000",40805 N Delany Rd,"Wadsworth, IL 60083, Lake County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,14-24-03461,https://www.auction.com/details/40805-n-delany-rd-wadsworth-il-1720760,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
"$312,000",1403 Barberry Lane,"Round Lake Beach, IL 60073, Lake County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,14-24-05567,https://www.auction.com/details/1403-barberry-ln-round-lake-beach-il-1721057,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,710 South Oak Street,"Effingham, IL 62401, Effingham County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,24 FC 9,https://www.auction.com/details/710-s-oak-st-effingham-il-1725261,Auction.com,LOGS Legal Group LLP,Borrowers/homeowners should call (847) 291-1717
"$87,000",204 South 10th Street,"Herrin, IL 62948, Williamson County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2024FC88,https://www.auction.com/details/204-s-10th-st-herrin-il-1703255,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
"$231,000",55 W 64th St Apartment 202,"Westmont, IL 60559, Dupage County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,14-24-00722,https://www.auction.com/details/55-w-64th-st-westmont-il-1723030,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
Not Available,1195 Hunters Lane,"Lake Zurich, IL 60047, Lake County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,24 FC 0000033...,https://www.auction.com/details/1195-hunters-ln-lake-zurich-il-1756378,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
"$575,000",1404 Polo Drive,"Bartlett, IL 60103, Dupage County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2022FC000548,https://www.auction.com/details/1404-polo-dr-bartlett-il-1759421,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,21202 North 18th Street,"Barrington, IL 60010, Lake County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,23 FC 0000061...,https://www.auction.com/details/21202-n-18th-st-barrington-il-1775975,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,7535 S. Wabash Avenue,"Chicago, IL 60619, Cook County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,14-24-07768,https://www.auction.com/details/7535-s-wabash-ave-chicago-il-1764750,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
"$141,000",6950 Cregier Ave,"Chicago, IL 60649, Cook County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/6950-s-cregier-ave-chicago-il-1734522,Auction.com,The Wirbicki Law Group LLC,Borrowers/homeowners should call (312) 360-9455
"$401,000",42289 N Elm St,"Antioch, IL 60002, Lake County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/42289-n-elm-st-antioch-il-1736821,Auction.com,"RAS Crane, LLC",Borrowers/homeowners should call (561) 241-6901
"$290,000",7413 Stockley Rd,"Downers Grove, IL 60516, Dupage County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,2024FC000226,https://www.auction.com/details/7413-stockley-rd-downers-grove-il-1762030,Auction.com,"Diaz Anselmo & Associates, LLC",Borrowers/homeowners should call (630) 453-6960
,340 E Diehl Ave,"Des Moines, IA 50315, Polk County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,239079,https://www.auction.com/details/340-e-diehl-ave-des-moines-ia-1750306,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
Not Available,112 S 5th St,"Thornton, IA 50479, Cerro Gordo County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,248350,https://www.auction.com/details/112-s-5th-st-thornton-ia-1756633,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,11 E Broadway St,"Colfax, IA 50054, Jasper County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,233896,https://www.auction.com/details/11-e-broadway-st-colfax-ia-1750715,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
"$143,000",238 S Walnut St,"Colfax, IA 50054, Jasper County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,249083,https://www.auction.com/details/238-s-walnut-st-colfax-ia-1750734,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
"$91,000",1851 W 6th St,"Davenport, IA 52802, Scott County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1851-w-6th-st-davenport-ia-1745081,Auction.com,Dentons Davis Brown PC,
,3525 Fair Ave,"Davenport, IA 52806, Scott County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,246962,https://www.auction.com/details/3525-fair-ave-davenport-ia-1745541,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,10954 Hwy F17 W,"Mingo, IA 50168, Jasper County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/10954-highway-f17-w-mingo-ia-1751202,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
"$269,000",4133 69th Street,"Urbandale, IA 50322, Polk County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/4133-69th-st-urbandale-ia-1777917,Auction.com,Petosa Law LLP,Borrowers/homeowners should call (515) 222-9400
"$180,000",1535 NE 48th St,"Cedar Rapids, IA 52402, Linn County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,IA220122,https://www.auction.com/details/1535-48th-st-ne-cedar-rapids-ia-1779416,Auction.com,"The Sayer Law Group, P.C.",Borrowers/homeowners should call (319) 234-2530
Not Available,2117 SE Ohio Ave.,"Topeka, KS 66605, Shawnee County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,223802.454196...,https://www.auction.com/details/2117-se-ohio-ave-topeka-ks-1768760,Auction.com,"Millsap and Singer, LLC",Borrowers/homeowners should call (636) 537-0110
"$230,000",2607 65th St,"Kansas City, KS 66104, Wyandotte County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/2607-n-65th-st-kansas-city-ks-1758752,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,118 S Topeka Ave,"Burlingame, KS 66413-1214, Osage County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,HUMDANOR,https://www.auction.com/details/118-s-topeka-ave-burlingame-ks-1766670,Auction.com,"Bonial and Associates, P.C.",Borrowers/homeowners should call (913) 677-0253
,300 S East St,"Toledo, IA 52342, Tama County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/300-s-east-st-toledo-ia-1769589,Auction.com,Petosa Law LLP,Borrowers/homeowners should call (515) 222-9400
"$244,000",103 Sunset Ave,"Erlanger, KY 41018, Kenton County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/103-sunset-ave-erlanger-ky-1765331,Auction.com,Manley Deas Kochalski LLC,Borrowers/homeowners should call (614) 220-5611
,208 Central Avenue,"Leitchfield, KY 42754, Grayson County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,25-CI-00018,https://www.auction.com/details/208-central-ave-leitchfield-ky-1763811,Auction.com,"RAS Crane, LLC",Borrowers/homeowners should call (470) 321-7112
,620 N Marshall Ave,"Clarksville, IN 47129-2428, Clark County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,107949F01,https://www.auction.com/details/620-n-marshall-ave-clarksville-in-1762084,Auction.com,"Feiwell and Hannoy, P.C.",Borrowers/homeowners should call (317) 237-2727
,654 Redwood Dr,"Clarksville, IN 47129-1228, Clark County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,108728F02,https://www.auction.com/details/654-redwood-dr-clarksville-in-1766474,Auction.com,"Feiwell and Hannoy, P.C.",Borrowers/homeowners should call (317) 237-2727
"$255,000",9599 Hominy Ridge Rd,"Florence, IN 47020-9665, Switzerland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,111446F01,https://www.auction.com/details/9599-hominy-ridge-rd-florence-in-1767369,Auction.com,"Feiwell and Hannoy, P.C.",Borrowers/homeowners should call (317) 237-2727
"$163,000",1022 Lincoln Ave,"Bedford, IN 47421, Lawrence County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,G280-230,https://www.auction.com/details/1022-lincoln-ave-bedford-in-1757309,Auction.com,"Doyle and Foutty, P.C.",Borrowers/homeowners should call (317) 264-5000
"$211,000",2320 Pinehurst Lane,"Kokomo, IN 46902, Howard County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,23-008854-1,https://www.auction.com/details/2320-pinehurst-ln-kokomo-in-1744456,Auction.com,Padgett Law Group,Borrowers/homeowners should call (850) 422-2520
"$153,000",1905 S Lafountain St,"Kokomo, IN 46902, Howard County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1905-s-lafountain-st-kokomo-in-1750134,Auction.com,Manley Deas Kochalski LLC.,
"$158,000",613 W Lordeman St,"Kokomo, IN 46901, Howard County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/613-w-lordeman-st-kokomo-in-1757102,Auction.com,"Doyle and Foutty, P.C.",Borrowers/homeowners should call (317) 264-5000
"$250,000",569 Rutland Road,"Newport, ME 04953, Penobscot County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,18-025553-FC0...,https://www.auction.com/details/569-rutland-rd-newport-me-1766512,Auction.com,"Korde and Associates, P.C.",
"$443,000",7014 Nimitz Drive,"District Heights, MD 20747, Prince George`s County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,06-0645853,https://www.auction.com/details/7014-nimitz-dr-district-heights-md-1767052,Auction.com,"BWW Law Group, LLC",
"$283,000","6607 Rapid Water Way, Unit 302","Glen Burnie, MD 21060, Anne Arundel County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,05-151-900706...,https://www.auction.com/details/6607-rapid-water-way-glen-burnie-md-1770814,Auction.com,"BWW Law Group, LLC",
"$565,000",11315 Lord Baltimore Drive,"Issue, MD 20645, Charles County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,05-034604,https://www.auction.com/details/11315-lord-baltimore-dr-swan-point-md-1772632,Auction.com,"BWW Law Group, LLC",
,112 Mountain Rd,"Linthicum, MD 21090, Anne Arundel County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/112-mountain-rd-linthicum-md-1746502,Auction.com,"McMichael Taylor Gray, LLC",
"$312,000",1508 Arbutus Dr,"Salisbury, MD 21804, Wicomico County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1508-arbutus-dr-salisbury-md-1769768,Auction.com,"McMichael Taylor Gray, LLC",
,7506 Castlerock Dr,"Clinton, MD 20735, Prince Georges County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/7506-castle-rock-dr-clinton-md-1770231,Auction.com,"Rosenberg and Associates, LLC",Borrowers/homeowners should call (301) 907-8000
"$399,000",5520 Ridgewood,"West Bloomfield, MI 48322, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/5520-ridgewood-west-bloomfield-mi-1768057,Auction.com,"Quintairos, Prieto, Wood and Boyer, P.A.",
,15112 Blueberry Dr,"Holly, MI 48442, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/15112-blueberry-dr-holly-mi-1781058,Auction.com,"Codilis and Associates, P.C.",Borrowers/homeowners should call (313) 536-2500
,5129 Reymont Rd,"Waterford, MI 48327, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,23-003507,https://www.auction.com/details/5129-reymont-rd-waterford-mi-1770688,Auction.com,Orlans PC,Borrowers/homeowners should call (248) 502-1400
"$242,000",21516 Jacksonville St,"Farmington Hills, MI 48336, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,23-002201-2,https://www.auction.com/details/21516-jacksonville-st-farmington-hills-mi-1775973,Auction.com,SCHNEIDERMAN & SHERMAN PC,Borrowers/homeowners should call (248) 539-7400
,4251 Welland Dr,"West Bloomfield, MI 48323, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/4251-welland-dr-west-bloomfield-mi-1772318,Auction.com,"Trott and Trott, P.C.",Borrowers/homeowners should call (248) 642-2515
,5100 Groveland Rd,"Ortonville, MI 48462, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/5100-groveland-rd-ortonville-mi-1773047,Auction.com,"Trott and Trott, P.C.",Borrowers/homeowners should call (248) 642-2515
"$315,000",15241 Pearson St,"Oak Park, MI 48237, Oakland County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/15241-pearson-st-oak-park-mi-1775942,Auction.com,SCHNEIDERMAN & SHERMAN PC,Borrowers/homeowners should call (248) 539-7400
,4829 Safari Pass,"Eagan, MN 55122, Dakota County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,25-118749-FC0...,https://www.auction.com/details/4829-safari-pass-eagan-mn-1766901,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
,101 Euclid Ave,"Big Lake, MN 55309, Sherburne County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,MN23369,https://www.auction.com/details/101-euclid-ave-big-lake-mn-1717759,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,244 4th Avenue SW,"Forest Lake, MN 55025, Washington County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,MN23664,https://www.auction.com/details/244-4th-ave-sw-forest-lake-mn-1736074,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,121 Pine Crest Ct NW,"Bemidji, MN 56601, Beltrami County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,MN22197,https://www.auction.com/details/121-pine-crest-ct-nw-bemidji-mn-1744968,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,619 12th Ave N,"St Cloud, MN 56303, Stearns County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,MN23649,https://www.auction.com/details/619-12th-ave-n-saint-cloud-mn-1746508,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,805 Elm St S,"Belle Plaine, MN 56011, Scott County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,MN22538,https://www.auction.com/details/805-s-elm-st-belle-plaine-mn-1753427,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
"$407,000",917 Walnut Street South,"Belle Plaine, MN 56011, Scott County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,25-003021 FC,https://www.auction.com/details/917-s-walnut-st-belle-plaine-mn-1759524,Auction.com,"Liebo, Weingarden, Dobie & Barbee PLLP",Borrowers/homeowners should call (952) 925-6888
,5595 Bristol Lane,"Minnetonka, MN 55343, Hennepin County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,050727-F3,https://www.auction.com/details/5595-bristol-ln-minnetonka-mn-1781229,Auction.com,"Wilford, Geske and Cook, P.A.",Borrowers/homeowners should call (651) 209-3300
,16710 3rd Street NE,"Ham Lake, MN 55304, Anoka County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,056493-F1,https://www.auction.com/details/16710-3rd-st-ne-ham-lake-mn-1784439,Auction.com,"Wilford, Geske and Cook, P.A.",Borrowers/homeowners should call (651) 209-3300
"$249,000",3554 Brookdale Drive North,"Brooklyn Park, MN 55443, Hennepin County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,24-005914 FC,https://www.auction.com/details/3554-brookdale-dr-n-brooklyn-park-mn-1740834,Auction.com,"Liebo, Weingarden, Dobie & Barbee PLLP",Borrowers/homeowners should call (952) 925-6888
,915 112th Av NW,"Coon Rapids, MN 55448, Anoka County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,055353-L2,https://www.auction.com/details/915-112th-ave-nw-coon-rapids-mn-1730865,Auction.com,"Wilford, Geske and Cook, P.A.",Borrowers/homeowners should call (651) 209-3300
,12439 County Road 17,"Holdingford, MN 56340, Stearns County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/12439-county-road-17-holdingford-mn-1732545,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
,1522 9th Ave N,"Saint Cloud, MN 56303, Stearns County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1522-9th-ave-n-saint-cloud-mn-1739750,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
"$262,000",720 S 8th Street,"Brainerd, MN 56401, Crow Wing County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/720-s-8th-st-brainerd-mn-1745827,Auction.com,"Trott and Trott, P.C.",Borrowers/homeowners should call (651) 209-9760
"$241,000",704 N Carver St,"Winthrop, MN 55396, Sibley County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/704-n-carver-st-winthrop-mn-1748133,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
,1689 Beechwood Avenue,"Saint Paul, MN 55116, Ramsey County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,25-003208 FC,https://www.auction.com/details/1689-beechwood-ave-saint-paul-mn-1749141,Auction.com,"Liebo, Weingarden, Dobie & Barbee PLLP",Borrowers/homeowners should call (952) 925-6888
,1020 College St,"Northfield, MN 55057, Rice County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1020-college-st-northfield-mn-1751546,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
,7710 Quincy St NE,"Minneapolis, MN 55432, Anoka County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/7710-quincy-st-ne-minneapolis-mn-1752242,Auction.com,"Trott and Trott, P.C.",Borrowers/homeowners should call (651) 209-9760
,1322 Fremont Ave N,"Minneapolis, MN 55411, Hennepin County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1322-fremont-ave-n-minneapolis-mn-1753588,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
"$518,000",21503 Canby Ave,"Faribault, MN 55021, Rice County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/21503-canby-ave-faribault-mn-1754054,Auction.com,LOGS LEGAL GROUP LLP,Borrowers/homeowners should call (952) 831-4060
Not Available,511 S Davis St,"Forest, OH 45843, Hardin County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/511-s-davis-st-forest-oh-1769493,Auction.com,Manley Deas Kochalski LLC.,Borrowers/homeowners should call (614) 220-5611
Not Available,2475 Waynesville Road,"Bellbrook, OH 45305, Greene County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,L320001001100...,https://www.auction.com/details/2475-waynesville-rd-bellbrook-oh-1785194,Auction.com,Padgett Law Group,Borrowers/homeowners should call (850) 422-2520
"$263,000",1305 State Street,"Vermilion, OH 44089, Erie County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1305-state-st-vermilion-oh-1771147,Auction.com,"Wood & Lamping, LLP",Borrowers/homeowners should call (859) 757-2707
"$146,000",11 Lindway Dr,"Fairborn, OH 45324, Greene County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/11-lindway-dr-fairborn-oh-1784495,Auction.com,Albertelli Law,Borrowers/homeowners should call (216) 588-1500
,2807 Middlesex Drive,"Toledo, OH 43606, Lucas County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,G-4801-CI-020...,https://www.auction.com/details/lien-2807-middlesex-dr-toledo-oh-1790381,Auction.com,"Diaz Anselmo & Associates, P.A.",Borrowers/homeowners should call (630) 453-6960
,504 W Adams St,"Purcell, OK 73080, McClain County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,SKRMISMS,https://www.auction.com/details/504-w-adams-st-purcell-ok-1760813,Auction.com,"Bonial & Associates, P.C.",Borrowers/homeowners should call (405) 285-8100
"$431,000",4308 S Oswego Ave,"Tulsa, OK 74135, Tulsa County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,209747-01,https://www.auction.com/details/4308-s-oswego-ave-tulsa-ok-1770081,Auction.com,"Baer & Timberlake, P.C.",Borrowers/homeowners should call (405) 842-7722
,1009 W. D Ave.,"Elk City, OK 73644, Beckham County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,CJ-2025-3,https://www.auction.com/details/1009-w-d-ave-elk-city-ok-1773076,Auction.com,"Lamun Mock Cunnyngham and David, P.C.",
"$304,000",706 W 11th St,"Yankton, SD 57078, Yankton County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/706-w-11th-st-yankton-sd-1742400,Auction.com,"Halliday, Watkins and Mann, P.C.",Borrowers/homeowners should call (801) 355-2886
,516 Lake Avenue E,"Ladysmith, WI 54848, Rusk County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,WI 24 3028,https://www.auction.com/details/516-lake-ave-e-ladysmith-wi-1716474,Auction.com,"Johnson, Blumberg & Associates, LLC",Borrowers/homeowners should call (312) 541-9710
"$241,000",326 N Walnut St,"Reedsburg, WI 53959, Sauk County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,25CV000001,https://www.auction.com/details/326-n-walnut-st-reedsburg-wi-1738939,Auction.com,"GRAY & ASSOCIATES, LLP",Borrowers/homeowners should call (414) 224-8404
,84 S Bell St,"Fond Du Lac, WI 54935, Fond Du Lac County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,25CV000017,https://www.auction.com/details/84-s-bell-st-fond-du-lac-wi-1741577,Auction.com,"GRAY & ASSOCIATES, LLP",Borrowers/homeowners should call (414) 224-8404
,1306 S 13th Ave,"Wausau, WI 54401, Marathon County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,24CV000674,https://www.auction.com/details/1306-s-13th-ave-wausau-wi-1745543,Auction.com,"GRAY & ASSOCIATES, LLP",Borrowers/homeowners should call (414) 224-8404
,310 Pine St,"Cokeville, WY 83114, Lincoln County","Tuesday, Jul 08, 2025
Add to calendar",TBD,,,WY22032,https://www.auction.com/details/310-pine-st-cokeville-wy-1770483,Auction.com,"Halliday, Watkins and Mann, P.C.",
"$222,000",5763 Three Creeks Road,"Gladys, VA 24554, Campbell County","Tuesday, Jul 08, 2025
Add to calendar",9:30 am,,,239501,https://www.auction.com/details/5763-three-creeks-rd-gladys-va-1755960,Auction.com,"Glasser and Glasser, P.L.C.",
,5130 Maple Spring Hwy,"Aurora, WV 26705, Preston County","Tuesday, Jul 08, 2025
Add to calendar",9:30 am,,,25-03901-FC01,https://www.auction.com/details/5130-maple-spring-hwy-aurora-wv-1764804,Auction.com,Brock and Scott,Borrowers/homeowners should call (844) 856-6646
,1170 Harmony Grove Rd,"Albright, WV 26519, Preston County","Tuesday, Jul 08, 2025
Add to calendar",9:30 am,,,25-01912-1,https://www.auction.com/details/1170-harmony-grove-rd-albright-wv-1776496,Auction.com,"Reisenfeld and Associates, LLC",
Not Available,62 Orchard St,"Masontown, WV 26542, Preston County","Tuesday, Jul 08, 2025
Add to calendar",9:30 am,,,22-03664-3,https://www.auction.com/details/62-orchard-st-masontown-wv-1782399,Auction.com,"Reisenfeld and Associates, LLC",
,1933 West Calle Armenta,"Tucson, AZ 85745, Pima County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,23-004539,https://www.auction.com/details/1933-w-calle-armenta-tucson-az-1728206,Auction.com,America West Lender Services,Borrowers/homeowners should call (844) 693-4761
,2244e Sunland Ave,"Phoenix, AZ 85040, Maricopa County","Tuesday, Jul 08, 2025
Add to calendar",9:00 am,,,,https://www.auction.com/details/2244-e-sunland-ave-phoenix-az-1794191,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (858) 750-7777
