Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
26 W Lawn Ave,Pawtucket,RI,02860, Providence ,2025-07-22 00:00:00,12:00 pm,25-047912-FC0...,https://www.auction.com/details/26-w-lawn-ave-pawtucket-ri-1766514,Auction.com,"Korde And Associates, P.C.",(978) 256-1500
260 Carolina Farms Blvd,Myrtle Beach,SC,29579,Horry,2025-08-04 00:00:00, 11:00 AM ,2025-CP-26-00980,https://www.hubzu.com/property/90117321013-260-CAROLINA-FARMS-BLVD-Myrtle-Beach-SC-29579,Hubzu.com,Brock & Scott PLLC,844-856-6646
260 County Rd 2363 W,Liberty,TX,77575,Liberty,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/260-County-Road-2363-W-Liberty-TX-77575-407131595,Xome.com,"Nestor Solutions, LLC",888-403-4115
260 Heritage Ln,Dixon,CA,95620,Solano,2025-08-06 00:00:00,09:30AM,,https://www.xome.com/auctions/260-Heritage-Ln-Dixon-CA-95620-399869226,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
2600 Highland Dr,Colleyville,TX,76034, Tarrant ,2025-08-05 00:00:00,9:00 am,2019-01711-TX,https://www.auction.com/details/2600-highland-dr-colleyville-tx-1790271,Auction.com,"Power Default Services, Inc.",(855) 427-2204
2600 Maple St,Morgan City,LA,70380, St. Mary ,2025-07-16 00:00:00,,139158 B,https://www.auction.com/details/2600-maple-st-morgan-city-la-1734200,Auction.com,"Dean Morris, L.L.C.",(318) 338-1440
2600 Pinckney Ct,Forney,TX,75126,Kaufman,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/2600-Pinckney-Ct-Forney-TX-75126-406629140,Xome.com,Trustee Corps,949-252-8300
2601 County Rd 18,Wauseon,OH,43567, Fulton ,2025-07-15 00:00:00,2:00 PM ,21CV000105,https://www.auction.com/details/2601-county-road-18-wauseon-oh-1776336,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611
2601 E Maine Ave,Enid,OK,73701, Garfield ,2025-07-16 00:00:00,,210043-01,https://www.auction.com/details/2601-e-maine-ave-enid-ok-1784764,Auction.com,"Baer & Timberlake, P.C.",(405) 842-7722
2601 S Course Dr,Pompano Beach,FL, 3306,Broward,07/10/2025,10:00 AM ET,CACE-23-012375,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2601 Woodside Dr,Leesburg,FL,34748, Lake ,2025-07-15 00:00:00,11:00 am,35-2023-CA-00...,https://www.auction.com/details/2601-woodside-dr-leesburg-fl-1708475,Auction.com,Van Ness Law Firm Plc,(954) 571-2031
2602 E Kates Dr,Wasilla,AK,99654, Aleutians East ,2025-07-29 00:00:00,,134018-AK,https://www.auction.com/details/2602-e-kates-dr-wasilla-ak-1736179,Auction.com,Aldridge Pite LLP,(858) 750-7777
2602 Henley Dr,Seagoville,TX,75159,Dallas,2025-08-05 00:00:00,01:00PM,,https://www.xome.com/auctions/2602-Henley-Drive-Seagoville-TX-75159-407580757,Xome.com,Codilis Law Firms,281-925-5343
2602 Michael St,Wonder Lake,IL,60097, Mchenry ,2025-08-07 00:00:00,2:00 pm,2024FC000136,https://www.auction.com/details/2602-michael-st-wonder-lake-il-1755323,Auction.com,"Ras Crane, LLC",(561) 241-6901
2602 Se Talton Ave,Vancouver,WA,98683, Clark ,2025-08-01 00:00:00,9:00 am,WA-23-953301-...,https://www.auction.com/details/2602-se-talton-ave-vancouver-wa-1783031,Auction.com,"Mccarthy & Holthus, LLP",
2603 Micah Dr,Ellenwood,GA,30294, Dekalb ,2025-08-05 00:00:00,10:00 am,1017-7479A,https://www.auction.com/details/2603-micah-dr-ellenwood-ga-1772077,Auction.com,Aldridge Pite LLP,(877) 319-8840
2604 E 6Th St,Pueblo,CO,81001, Pueblo ,2025-07-09 00:00:00,,TS 10302057,https://www.auction.com/details/2604-e-6th-st-pueblo-co-1776017,Auction.com,"Barrett, Frappier And Weisserman",(626) 915-5714
2605 2Nd Way Nw,Center Point,AL,35215, Jefferson ,2025-07-23 00:00:00,11:00 am,25-03092-SC-A...,https://www.auction.com/details/2605-2nd-way-nw-center-point-al-1766564,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200
2606 Atwood Glen Ln,Houston,TX,77014, Harris ,2025-08-05 00:00:00,9:00 am,2024-01135-TX,https://www.auction.com/details/2606-atwood-glen-ln-houston-tx-1790267,Auction.com,"Power Default Services, Inc.",(855) 427-2204
2606 S Garden Dr 107,Lake Worth,PA,  334,Palmbeach,07/28/2025,10:00 AM ET,502024CA008790XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
2608 Glos Ave,Bellwood,IL,60104, Cook ,2025-07-23 00:00:00,12:00 pm,2019CH12014,https://www.auction.com/details/2608-glos-ave-bellwood-il-1775936,Auction.com,Codilis & Associates PC,(630) 794-5300
261 Mckinley St,Houma,LA,70364,Terrebonne,2025-07-16 00:00:00,10:00AM,,https://www.xome.com/auctions/261-Mckinley-St-Houma-LA-70364-391195470,Xome.com,"Dean Morris, LLC",318-388-1440
261 Mill Crossing Ct,Harmans,MD,21077, Anne Arundel ,2025-07-17 00:00:00,,,https://www.auction.com/details/261-mill-crossing-ct-harmans-md-1772785,Auction.com,"Greenspoon Marder, P.C.",(954) 491-1120
261 N Gifford St,Elgin,IL,60120, Kane ,2025-07-17 00:00:00,,2024-FC-00048...,https://www.auction.com/details/261-n-gifford-st-elgin-il-1751251,Auction.com,"Mccalla Raymer Leibert Pierce, LLC",(312) 346-9088
261 N Wayne Ave,Columbus,OH,43204, Franklin ,2025-07-22 00:00:00,2:00 PM ,22CV006648,https://www.auction.com/details/261-n-wayne-ave-columbus-oh-1744273,Auction.com,Manley Deas Kochalski LLC.,(614) 220-5611
261 Nridge Dr,Bremen,OH,43107,Fairfield,2025-07-17 00:00:00,09:00AM,,https://www.xome.com/auctions/261-Northridge-Dr-Bremen-OH-43107-404415002,Xome.com,"Mccalla Raymer Leibert Pierce, LLC",513-278-3501
261 Parsons Rd,Whitethorn,CA,95589,Humboldt,2025-07-18 00:00:00,11:00AM,,https://www.xome.com/auctions/261-Parsons-Road-Whitethorn-CA-95589-405161061,Xome.com,Trustee Corps,"17100 Gillette Ave, Irvine, CA 92614"
2610 E Parkview Dr,Saint Albans,WV,25177, Kanawha ,2025-07-10 00:00:00,11:00 am,25-01682-1,https://www.auction.com/details/2610-e-parkview-dr-saint-albans-wv-1768262,Auction.com,"Reisenfeld And Associates, LLC",
2610 Riddle Rd,Durham,NC,27703, Durham ,2025-07-22 00:00:00,12:00 pm,24-255671,https://www.auction.com/details/2610-riddle-rd-durham-nc-1789423,Auction.com,"Ras Crane, LLC",(470) 321-7112
2611 Potomac Dr,League City,TX,77573,Galveston,2025-08-05 00:00:00,01:00PM,,https://www.xome.com/auctions/2611-Potomac-Dr-League-City-TX-77573-407066735,Xome.com,"Nestor Solutions, LLC",888-403-4115
2613 Mcgee St,Fort Worth,TX,76112,Tarrant,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/2613-Mcgee-St-Fort-Worth-TX-76112-375276652,Xome.com,Albertelli Law / Alaw,469-804-8457
2613 Quentin Ave Seast,Palm Bay,FL,32909, Brevard ,2025-07-23 00:00:00,11:00 am,24-331651-FC0...,https://www.auction.com/details/2613-quentin-ave-se-palm-bay-fl-1763144,Auction.com,Logs Legal Group LLP,(813) 880-8888
2614 Jackson Pike,Batavia,OH,45103,Clermont,2025-07-23 00:00:00,09:00AM,,https://www.xome.com/auctions/2614-Jackson-Pike-Batavia-OH-45103-392452344,Xome.com,Keith D. Weiner & Associates Co. Lpa,216-771-6500
2614 Ricca Dr,Kingman,AZ,86401, Mohave ,2025-07-14 00:00:00,10:00 am,25-73229,https://www.auction.com/details/2614-ricca-dr-kingman-az-1733647,Auction.com,"Zbs Law, LLP",(602) 282-6188
2617 Earlene Ave,Bakersfield,CA,93304,Kern,2025-07-23 00:00:00,10:00AM,,https://www.xome.com/auctions/2617-Earlene-Avenue-Bakersfield-CA-93304-406884876,Xome.com,"Vylla Solutions, LLC","1600 S. Douglass Rd., Suite 140, Anaheim, CA 92806"
2617 Stonyhill Ct,Cape Coral,FL,  339,Lee,07/10/2025,09:00 AM ET,24-CA-002246,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2619 N 40Th Dr,Phoenix,AZ,85009, Maricopa ,2025-08-07 00:00:00,10:00 am,170207,https://www.auction.com/details/2619-n-40th-dr-phoenix-az-1750290,Auction.com,"The Mortgage Law Firm, PC.",(619) 465-8200
26196 Duchess Ln,Bonita Springs,FL,  341,Lee,07/10/2025,09:00 AM ET,25-CA-000584,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
262 Indian Park Dr,Murfreesboro,TN,37128, Rutherford ,2025-07-17 00:00:00,11:00 am,25-004511-1,https://www.auction.com/details/262-indian-park-dr-murfreesboro-tn-1774547,Auction.com,Padgett Law Group,
262 Robert J Porter Dr,El Centro,CA,92243,Imperial,2025-07-29 00:00:00,02:00PM,,https://www.xome.com/auctions/262-Robert-J-Porter-Dr-El-Centro-CA-92243-381728861,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
2620 Bottle Run Rd,Williamsport,PA,17701,Lycoming,2025-08-01 00:00:00,10:00AM,,https://www.xome.com/auctions/2620-Bottle-Run-Rd-Williamsport-PA-17701-404382048,Xome.com,Ras  Primary,973-575-0707
2620 Galimard Ter,Henderson,NV,89044, Clark ,2025-07-18 00:00:00,9:00 am,24-30523-PM-N...,https://www.auction.com/details/2620-galimard-ter-henderson-nv-1743303,Auction.com,National Default Servicing Corporation,(602) 264-6101
26207 Colgate St,Inkster,MI,48141, Wayne ,2025-07-10 00:00:00,,,https://www.auction.com/details/26207-colgate-st-inkster-mi-1742966,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
2621 Cove Cay Dr  207,Clearwater,FL,  337,Pinellas,07/31/2025,10:00 AM ET,522025CC001588XXCOCO,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
2621 Palisade Ave Apt 16G,Bronx,NY,10463, Bronx ,2025-08-01 00:00:00,9:00 am,25-000826,https://www.auction.com/details/2621-palisade-ave-bronx-ny-1772322,Auction.com,"Gross Polowy, LLC",
2622 W Chestnut Ave,Altoona,PA,16601, Blair ,2025-07-09 00:00:00,,,https://www.auction.com/details/2622-w-chestnut-ave-altoona-pa-1682475,Auction.com,Manley Deas Kochalski LLC.,
26225 Lathrup Blvd,Lathrup Village,MI,48076, Oakland ,2025-07-29 00:00:00,,23-000090,https://www.auction.com/details/26225-lathrup-blvd-lathrup-village-mi-1749393,Auction.com,Orlans PC,(248) 502-1400
26229 Dale Ct,Roseville,MI,48066, Macomb ,2025-07-11 00:00:00,,,https://www.auction.com/details/26229-dale-ct-roseville-mi-1767696,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
2624 3Rd St E,Tuscaloosa,AL,35404, Tuscaloosa ,2025-08-07 00:00:00,11:00 am,25-40185-WF-A...,https://www.auction.com/details/2624-3rd-st-e-tuscaloosa-al-1742994,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200
2624 E Anderson Dr,Phoenix,AZ,85032, Maricopa ,2025-07-10 00:00:00,10:00 am,25-14089,https://www.auction.com/details/2624-e-anderson-dr-phoenix-az-1724178,Auction.com,Ghidotti Berger LLP,
2625 Bay Adams Dr,Marrero,LA,70072, Jefferson ,2025-07-30 00:00:00,,,https://www.auction.com/details/2625-bay-adams-dr-marrero-la-1788934,Auction.com,"Shapiro And Daigrepont, L.L.C.",
2625 Ne 14 Ave,Wilton Manors,FL, 3333,Broward,07/15/2025,10:00 AM ET,CACE-24-012970,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,,
2625 State Rd 590  2423,Clearwater,FL,  337,Pinellas,07/31/2025,10:00 AM ET,522024CC009638XXCOCO,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
2627 Avalanche Heights,Colorado Springs,PA,  809,Elpasoco,07/30/2025,10:00 AM MT,EPC202400446,https://elpasoco.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,"Janeway Law Firm, PC",
2627 Misty Wood Cove S,Cordova,TN,38016, Shelby ,2025-08-07 00:00:00,11:00 am,2025-14236-TN,https://www.auction.com/details/2627-misty-woods-cv-s-cordova-tn-1773004,Auction.com,"Nestor Solutions, LLC",(888) 403-4115
2629 Holiday Ln,Colorado Springs,PA,  809,Elpasoco,07/09/2025,10:00 AM MT,EPC202500201,https://elpasoco.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
26294 Avoyelles Ave,Denham Springs,LA,70726, Livingston ,2025-07-16 00:00:00,,49233,https://www.auction.com/details/26294-avoyelles-ave-denham-springs-la-1767760,Auction.com,"Herschel C. Adcock, Jr., L.L.C.",(225) 756-0373
26297 Leafwood Dr,Moreno Valley,CA,92555, Riverside ,2025-07-09 00:00:00,1:00 pm,133153-CA,https://www.auction.com/details/26297-leafwood-dr-moreno-valley-ca-1776568,Auction.com,Aldridge Pite LLP,(858) 750-7777
263 Churchill Rd,Teaneck,NJ,07666,Bergen,2025-07-11 00:00:00,12:00PM,,https://www.xome.com/auctions/263-Churchill-Rd-Teaneck-NJ-7666-407794871,Xome.com,"Mccalla Raymer Leibert Pierce, LLC",732-902-5399
263 Cove Beach Ave,Sheffield Lake ,OH, 4405,Lorain,07/09/2025,10:00 AM ET,24CV212169,https://lorain.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,Padgett Law Group,(850) 422-2520
263 King St,Crystal Lake,IL,60014, Mchenry ,2025-08-07 00:00:00,2:00 pm,22 FC 194,https://www.auction.com/details/263-king-st-crystal-lake-il-1752565,Auction.com,Logs Legal Group LLP,(847) 291-1717
2630 Joy Ct S,Cambridge,MN,55008, Isanti ,2025-07-31 00:00:00,,,https://www.auction.com/details/2630-joy-ct-s-cambridge-mn-1728759,Auction.com,"Trott And Trott, P.C.",(651) 209-9760
26302 Bubbling Brook Ct,Foristell,MO,63348, Warren ,2025-07-22 00:00:00,12:00 pm,2025-00122-MO,https://www.auction.com/details/26302-bubbling-brook-ct-foristell-mo-1790274,Auction.com,Western Progressive,(866) 960-8299
2634 Painters St,New Orleans,LA,70117, Orleans ,2025-07-17 00:00:00,,2024-09526 D-...,https://www.auction.com/details/2634-painters-st-new-orleans-la-1727853,Auction.com,"Dean Morris, L.L.C.",(318) 338-1440
2634 Park Hills Dr,Sacramento,CA,95821, Sacramento ,2025-08-05 00:00:00,9:00 am,24-03138-LC-C...,https://www.auction.com/details/2634-park-hills-dr-sacramento-ca-1779714,Auction.com,National Default Servicing Corporation,(602) 264-6101
2634 Sea Oats Cir N,Lakeland,FL,  338,Polk,07/11/2025,10:00 AM ET,2023CA004985000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,,
2638 Charles Rd,Houston,TX,77093, Harris ,2025-08-05 00:00:00,10:00 am,44-20-1141,https://www.auction.com/details/2638-charles-rd-houston-tx-1787360,Auction.com,"Codilis & Moody, P.C.",(281) 925-5200
2639 S 191 Cir,Omaha,NE,68130, Douglas ,2025-07-17 00:00:00,9:00 am,NE21979,https://www.auction.com/details/2639-s-191st-cir-omaha-ne-1760046,Auction.com,"Halliday, Watkins And Mann, P.C.",(801) 355-2886
264 118Th Ave Ne,Blaine,MN,55434, Anoka ,2025-07-10 00:00:00,,,https://www.auction.com/details/264-118th-ave-ne-blaine-mn-1723263,Auction.com,Logs Legal Group LLP,(952) 831-4060
2640 Patio Simpatico,Lake Havasu City,AZ,86406, Mohave ,2025-07-28 00:00:00,10:00 am,25-03971-JP-A...,https://www.auction.com/details/2640-patio-simpatico-lake-havasu-city-az-1735329,Auction.com,"Tiffany & Bosco, Pa",(602) 255-6000
2640 Rosewood Ct,Orange Park,FL,  320,Clay,07/23/2025,10:00 AM ET,2023CA000032,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
2641 Barkley Dr W E,West Palm Beach,PA,  334,Palmbeach,07/14/2025,10:00 AM ET,502025CC001482XXXAWB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,,
2641 Heritage Cir,Las Vegas,NV,89121, Clark ,2025-07-18 00:00:00,9:00 am,24-69945,https://www.auction.com/details/2641-heritage-cir-las-vegas-nv-1749917,Auction.com,"Zbs Law, LLP",(702) 948-8565
2645 Newstead Ave Sw,Wyoming,MI,49509, Kent ,2025-07-23 00:00:00,,,https://www.auction.com/details/2645-newstead-ave-sw-wyoming-mi-1782034,Auction.com,"Potestivo And Associates, PC",
2645 Villa Di Lago Dr Unit 1,Grand Prairie,TX,75054, Dallas ,2025-08-05 00:00:00,10:00 am,25-000171-671,https://www.auction.com/details/2645-villa-di-lago-grand-prairie-tx-1787290,Auction.com,"Mackie Wolf Zientz And Mann, P. C.",(214) 635-2650
2646 Amber Thicket Ct,Houston,TX,77038,Harris,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/2646-Amber-Thicket-Ct-Houston-TX-77038-407064988,Xome.com,"Nestor Solutions, LLC",888-403-4115
265 Lake Plymouth Blvd,Plymouth,CT,06782,Litchfield,2025-07-26 00:00:00,12:00PM,,https://www.xome.com/auctions/265-Lake-Plymouth-Blvd-Plymouth-CT-6782-406994836,Xome.com,"Mccalla Raymer Leibert Pierce, LLC",860-808-0606
265 S Hawley Dr,Coldwater,MI,49036, Branch ,2025-07-10 00:00:00,,25-000230-1,https://www.auction.com/details/265-s-hawley-dr-coldwater-mi-1786311,Auction.com,Schneiderman & Sherman PC - Best Homes Title,(248) 539-7400
2650 N Maria Pl,Casa Grande,AZ,85122, Pinal ,2025-07-29 00:00:00,9:00 am,AZ-25-1013957...,https://www.auction.com/details/2650-n-maria-pl-casa-grande-az-1735595,Auction.com,Quality Loan Service Corporation,(866) 645-7711
2650 S Delaware St,Denver,CO,  802,Denver,07/17/2025,10:00 AM MT,2025-000142,https://denver.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
2652 Nw 60 Way,Sunrise,FL, 3331,Broward,07/29/2025,10:00 AM ET,CACE-23-022166,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,,
2652 Nw 60 Way 175,Sunrise,FL,33313, Broward ,2025-07-29 00:00:00,,494126BJ0110,https://www.auction.com/details/2652-nw-60th-way-sunrise-fl-1787373,Auction.com,Aldridge Pite LLP,(877) 319-8840
2654 Nway St,Anderson,CA,96007, Shasta ,2025-07-21 00:00:00,11:00 am,25-00065-QQ-C...,https://www.auction.com/details/2654-northway-st-anderson-ca-1779805,Auction.com,National Default Servicing Corporation,(602) 264-6101
2659 Park Rdg St,Apopka,FL, 3271,My Orange Clerk,07/14/2025,11:00 AM ET,2023-CA-015752-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,"Wasinger Law Office, PLLC",(407) 308-0991
266 Ashland Ave,Lawnside,NJ,08045,Camden,2025-08-06 00:00:00,12:00PM,,https://www.xome.com/auctions/266-Ashland-Ave-Lawnside-NJ-8045-405096140,Xome.com,"Mccabe, Weisberg & Conway, LLC",215-790-1010
266 Highwood Dr,Libby,MT,59923, Lincoln ,2025-07-14 00:00:00,2:00 pm,MT21832,https://www.auction.com/details/266-highwood-dr-libby-mt-1693582,Auction.com,"Halliday, Watkins And Mann, P.C.",(801) 355-2886
266 Margate Rd,Upper Darby,PA,19082,Delaware,2025-07-18 00:00:00,10:00AM,,https://www.xome.com/auctions/266-Margate-Rd-Upper-Darby-PA-19082-405392322,Xome.com,"Kml Law Group, P.C.",215-627-1322
266 W Cedar St,Grafton,WI,53024,Ozaukee,2025-07-21 00:00:00,10:00AM,,https://www.xome.com/auctions/266-W-Cedar-St-Grafton-WI-53024-407303929,Xome.com,Diaz Anselmo & Associates P.A,954-564-0071
2660 Nw 83 Ter,Coral Springs,FL, 3306,Broward,07/16/2025,10:00 AM ET,CACE-23-002214,https://broward.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,,
2664 B 1/2 Rd,Grand Junction,CO,  815,Mesa,08/06/2025,10:00 AM MT,2025-0073,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/06/2025,Realforeclose.com,,
2664 San Francisco Ave,Long Beach,CA,90806, Los Angeles ,2025-07-10 00:00:00,9:00 am,24-02339-US-C...,https://www.auction.com/details/2664-san-francisco-ave-long-beach-ca-1766510,Auction.com,National Default Servicing Corporation,(602) 264-6101
2665 Flathead Falls St,Las Vegas,NV,89156, Clark ,2025-07-11 00:00:00,9:00 am,NV-24-995399-...,https://www.auction.com/details/2665-flathead-falls-st-las-vegas-nv-1764767,Auction.com,Quality Loan Service Corporation,
26667 Newport Ave,Warren,MI,48089, Macomb ,2025-07-11 00:00:00,,514475F01,https://www.auction.com/details/26667-newport-ave-warren-mi-1739886,Auction.com,"Trott And Trott, P.C.",(248) 642-2515
2667 Jonathon Dr,Lima ,OH, 4580,Allen,07/30/2025,11:00 AM ET,CF20240014,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
2670 Kelley Chapel Rd,Decatur,GA,30034,Dekalb,2025-08-05 00:00:00,10:00AM,,https://www.xome.com/auctions/2670-Kelley-Chapel-Rd-Decatur-GA-30034-366182528,Xome.com,"Bell Carrington Price & Gregg, LLC",803-509-5078
26731 Catalina Way,Desert Center,CA,92239, Riverside ,2025-07-09 00:00:00,1:00 pm,CA-24-1004081...,https://www.auction.com/details/26731-catalina-way-desert-center-ca-1786966,Auction.com,Quality Loan Service Corporation,(866) 645-7711
26752 State Hwy 189,Twin Peaks,CA,92391,Sanbernardino,2025-07-21 00:00:00,01:00PM,,https://www.xome.com/auctions/26752-State-Hwy-189-Twin-Peaks-CA-92391-407765023,Xome.com,"The Mortgage Law Firm, Plc","27368 Via Industria, Ste 201, Temecula, CA 92590"
2677 Mahan Denman Rd Nw,Bristolville,OH,44402, Trumbull ,2025-07-15 00:00:00,2:00 PM ,2024 CV 00991,https://www.auction.com/details/2677-mahan-denman-rd-nw-bristolville-oh-1771144,Auction.com,"Reisenfeld And Associates, LLC",(513) 322-7000
2678 Syracuse St Unit 106,Denver,CO,  802,Denver,07/10/2025,10:00 AM MT,2025-000126,https://denver.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
268 Ave E,Danville,PA,17821, Montour ,2025-07-17 00:00:00,,,https://www.auction.com/details/268-avenue-e-danville-pa-1756495,Auction.com,"Hladik, Onorato And Federman, LLP",
268 S Wisconsin Ave,Wellston ,OH, 4569,Jackson,07/18/2025,10:00 AM ET,24CIV0029 (0),https://jackson.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
268 Sugar Maple Dr,Dover,TN,37058, Stewart ,2025-07-16 00:00:00,11:00 am,25-000027-625,https://www.auction.com/details/268-sugar-maple-dr-dover-tn-1764768,Auction.com,"Mackie Wolf Zientz And Mann, P. C.",(615) 238-3630
2685 Milburn Ave,Baldwin,NY,11510, Nassau ,2025-07-10 00:00:00,2:00 pm,SH01-62368,https://www.auction.com/details/2685-milburn-ave-baldwin-ny-1756959,Auction.com,Davidson Fink LLP,(585) 546-6448
2690 Goss St,Birmingham,AL,35211, Jefferson ,2025-07-16 00:00:00,11:00 am,23-00986,https://www.auction.com/details/2690-goss-st-birmingham-al-1753467,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200
26921 Lugar De Oro Dr Santa Clarita,Valencia,CA,91354, Los Angeles ,2025-07-10 00:00:00,9:00 am,18-52737,https://www.auction.com/details/26921-lugar-de-oro-dr-santa-clarita-ca-1739443,Auction.com,"Zbs Law, LLP",(714) 848-7920
27 Bermuda Dr,Jackson,TN,38305, Madison ,2025-07-31 00:00:00,11:00 am,2025-00200-TN,https://www.auction.com/details/27-bermuda-dr-jackson-tn-1791353,Auction.com,Western Progressive,(866) 960-8299
27 Dalley Rd,Riverton,WY,82501, Fremont ,2025-07-31 00:00:00,,,https://www.auction.com/details/27-dalley-rd-riverton-wy-1778471,Auction.com,"The Sayer Law Group, P.C.",(319) 234-2530
27 Gilcreast Rd,Londonderry,NH,03053, Rockingham ,2025-08-01 00:00:00,2:00 pm,27303-127676,https://www.auction.com/details/27-gilcreast-rd-londonderry-nh-1787306,Auction.com,"Harmon Law Offices, P.C.",(617) 558-0500
27 Girard Ave,Sicklerville,NJ,08081, Camden ,2025-07-16 00:00:00,12:00 pm,3000-001860,https://www.auction.com/details/27-girard-ave-sicklerville-nj-1742981,Auction.com,"Knuckles, Komosinski & Manfro, LLP",
27 Kapaka St,Hilo,HI,96720, Hawaii ,2025-07-17 00:00:00,,,https://www.auction.com/details/27-kapaka-st-hilo-hi-1778170,Auction.com,"Leu Okuda And Doi, Attorneys At Law",(808) 538-1921
27 Lincolnshire Ln,Phenix City,AL,36870, Lee ,2025-07-10 00:00:00,11:00 am,23-04350,https://www.auction.com/details/27-lincolnshire-ln-phenix-city-al-1768264,Auction.com,"Tiffany & Bosco, P.A.",(205) 930-5200
27 Linda Ave,Framingham,MA,01701, Middlesex ,2025-07-23 00:00:00,,25150-111952,https://www.auction.com/details/27-linda-ave-framingham-ma-1755891,Auction.com,"Harmon Law Offices, P.C.",
27 N Lowell Blvd,Denver,CO,  802,Denver,08/07/2025,10:00 AM MT,2025-000178,https://denver.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,,
27 N Mathiott St,Portsmouth,OH,45662, Scioto ,2025-07-22 00:00:00,2:00 PM ,24CIE00172,https://www.auction.com/details/27-n-mathiott-st-portsmouth-oh-1780873,Auction.com,"Reimer, Arnovitz, Chernek & Jeffrey Co. , L.P.A.",(440) 600-5500
27 Richardson Ct,Brownstown,PA, 1750,Lancaster,07/30/2025,10:00 AM ET,CI-24-01966 (0),https://lancaster.pa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
27 S Constitution Dr,Tappan,NY,10983, Rockland ,2025-07-29 00:00:00,9:30 am,22-090703,https://www.auction.com/details/27-s-constitution-dr-tappan-ny-1760193,Auction.com,Logs Legal Group LLP,(585) 247-9000
